N° da fatura,Data da fatura,ID Cliente,País,Quantidade,Valor,Horario,DataBR
C553032,2021-05-12 19:44:00,13320.0,United Kingdom,-18,-42.0,19:44:00,12/05/2021
C542088,2021-01-25 12:36:00,12553.0,France,-12,-19.8,12:36:00,25/01/2021
C580510,2021-12-04 13:48:00,14456.0,United Kingdom,-1,-1.25,13:48:00,04/12/2021
C567520,2021-09-20 16:31:00,12989.0,United Kingdom,-1,-2.1,16:31:00,20/09/2021
C541818,2021-01-21 16:34:00,17389.0,United Kingdom,-1,-3.75,16:34:00,21/01/2021
C541694,2021-01-20 17:06:00,17364.0,United Kingdom,-21,-25.45,17:06:00,20/01/2021
C559136,2021-07-06 13:21:00,17511.0,United Kingdom,-13,-17.49,13:21:00,06/07/2021
C548015,2021-03-29 11:30:00,13802.0,United Kingdom,-30,-50.7,11:30:00,29/03/2021
C577750,2021-11-21 14:30:00,12878.0,United Kingdom,-11,-13.35,14:30:00,21/11/2021
C569993,2021-10-06 20:28:00,17633.0,United Kingdom,-4,-15.0,20:28:00,06/10/2021
573494,2021-10-31 11:57:00,,United Kingdom,-24,0.0,11:57:00,31/10/2021
C551670,2021-05-03 12:38:00,15898.0,United Kingdom,-2,-4.2,12:38:00,03/05/2021
C554926,2021-05-27 12:59:00,16422.0,United Kingdom,-24,-15.6,12:59:00,27/05/2021
C570274,2021-10-10 10:52:00,13113.0,United Kingdom,-39,-113.55,10:52:00,10/10/2021
542362,2021-01-27 12:49:00,,United Kingdom,-16,0.0,12:49:00,27/01/2021
C561238,2021-07-26 10:31:00,17675.0,United Kingdom,-2,-6.6,10:31:00,26/07/2021
C537651,2020-12-07 15:49:00,,United Kingdom,-1,-13541.33,15:49:00,07/12/2020
C562623,2021-08-08 12:38:00,16255.0,United Kingdom,-4,-5.0,12:38:00,08/08/2021
C536642,2020-12-02 11:56:00,14390.0,United Kingdom,-1,-5.95,11:56:00,02/12/2020
C580522,2021-12-04 14:59:00,13435.0,United Kingdom,-1,-4.15,14:59:00,04/12/2021
557777,2021-06-22 15:11:00,,United Kingdom,-5,0.0,15:11:00,22/06/2021
C575638,2021-11-10 13:48:00,12473.0,Germany,-1,-40.46,13:48:00,10/11/2021
C562848,2021-08-10 09:35:00,15201.0,United Kingdom,-4,-19.8,09:35:00,10/08/2021
C557650,2021-06-21 17:17:00,15152.0,United Kingdom,-3,-38.4,17:17:00,21/06/2021
C546887,2021-03-17 18:14:00,14329.0,United Kingdom,-4,-6.75,18:14:00,17/03/2021
C540392,2021-01-06 18:06:00,12753.0,Japan,-45,-109.8,18:06:00,06/01/2021
545135,2021-02-28 12:06:00,,United Kingdom,-30,0.0,12:06:00,28/02/2021
543390,2021-02-08 10:02:00,,United Kingdom,-5,0.0,10:02:00,08/02/2021
C562425,2021-08-04 17:08:00,12584.0,Italy,-1,-4.95,17:08:00,04/08/2021
549157,2021-04-06 17:13:00,,United Kingdom,-9,0.0,17:13:00,06/04/2021
C562957,2021-08-11 10:15:00,13319.0,United Kingdom,-2,-7.17,10:15:00,11/08/2021
572748,2021-10-25 16:50:00,,United Kingdom,-103,0.0,16:50:00,25/10/2021
C551335,2021-04-27 16:44:00,14198.0,United Kingdom,-2,-9.9,16:44:00,27/04/2021
C573244,2021-10-28 12:08:00,14623.0,United Kingdom,-2,-19.9,12:08:00,28/10/2021
C543640,2021-02-10 17:06:00,12967.0,United Kingdom,-1,-29.95,17:06:00,10/02/2021
C545033,2021-02-25 16:26:00,14156.0,EIRE,-672,-2548.8,16:26:00,25/02/2021
C577397,2021-11-18 17:12:00,12504.0,Germany,-3,-32.65,17:12:00,18/11/2021
C569115,2021-09-30 12:51:00,13426.0,United Kingdom,-1,-7.62,12:51:00,30/09/2021
560940,2021-07-22 11:20:00,,United Kingdom,-53,0.0,11:20:00,22/07/2021
562278,2021-08-04 10:27:00,,United Kingdom,-342,0.0,10:27:00,04/08/2021
C560372,2021-07-18 12:26:00,17448.0,United Kingdom,-1,-4287.63,12:26:00,18/07/2021
C568534,2021-09-27 13:57:00,12579.0,France,-6,-11.7,13:57:00,27/09/2021
572759,2021-10-25 18:45:00,,United Kingdom,-2,0.0,18:45:00,25/10/2021
C545003,2021-02-25 12:46:00,18231.0,United Kingdom,-13,-17.1,12:46:00,25/02/2021
C575665,2021-11-10 14:54:00,17442.0,United Kingdom,-1,-4.95,14:54:00,10/11/2021
C561725,2021-07-29 12:10:00,17841.0,United Kingdom,-5,-6.15,12:10:00,29/07/2021
C551947,2021-05-05 11:20:00,15147.0,United Kingdom,-3,-14.85,11:20:00,05/05/2021
571013,2021-10-13 12:16:00,,United Kingdom,-104,0.0,12:16:00,13/10/2021
C563608,2021-08-18 06:33:00,17719.0,United Kingdom,-3,-10.08,06:33:00,18/08/2021
C576227,2021-11-14 13:11:00,14910.0,United Kingdom,-7,-10.45,13:11:00,14/11/2021
C566613,2021-09-13 17:17:00,16029.0,United Kingdom,-1,-15.0,17:17:00,13/09/2021
C572489,2021-10-24 13:59:00,17119.0,United Kingdom,-7,-13.3,13:59:00,24/10/2021
C536814,2020-12-02 17:03:00,13958.0,United Kingdom,-23,-102.45,17:03:00,02/12/2020
C567953,2021-09-23 08:28:00,18198.0,United Kingdom,-144,-237.6,08:28:00,23/09/2021
C553528,2021-05-17 14:58:00,,United Kingdom,-1,-82.73,14:58:00,17/05/2021
C578124,2021-11-23 10:30:00,14049.0,United Kingdom,-13,-30.55,10:30:00,23/11/2021
568545,2021-09-27 14:34:00,,United Kingdom,-70,0.0,14:34:00,27/09/2021
C579090,2021-11-28 10:48:00,12427.0,Germany,-288,-60.48,10:48:00,28/11/2021
C546943,2021-03-18 11:11:00,,United Kingdom,-1,-56.93,11:11:00,18/03/2021
C567947,2021-09-23 08:00:00,17663.0,United Kingdom,-3,-6.69,08:00:00,23/09/2021
C555598,2021-06-06 10:57:00,15095.0,United Kingdom,-2,-5.9,10:57:00,06/06/2021
C544428,2021-02-18 15:44:00,16306.0,United Kingdom,-2,-5.1,15:44:00,18/02/2021
C540347,2021-01-06 13:56:00,16424.0,United Kingdom,-6,-51.0,13:56:00,06/01/2021
C562801,2021-08-09 14:35:00,15194.0,United Kingdom,-1,-3.95,14:35:00,09/08/2021
557417,2021-06-20 11:51:00,,United Kingdom,-324,0.0,11:51:00,20/06/2021
C561230,2021-07-26 10:19:00,14329.0,United Kingdom,-1,-1.65,10:19:00,26/07/2021
C542150,2021-01-26 10:30:00,14049.0,United Kingdom,-11,-12.02,10:30:00,26/01/2021
C536815,2020-12-02 17:05:00,14443.0,United Kingdom,-2,-1.67,17:05:00,02/12/2020
C580710,2021-12-05 16:34:00,14198.0,United Kingdom,-4,-8.2,16:34:00,05/12/2021
565052,2021-08-31 17:11:00,,United Kingdom,-60,0.0,17:11:00,31/08/2021
560717,2021-07-20 13:28:00,,United Kingdom,-3,0.0,13:28:00,20/07/2021
569854,2021-10-06 14:26:00,,United Kingdom,-430,0.0,14:26:00,06/10/2021
C570012,2021-10-07 09:53:00,15344.0,United Kingdom,-8,-57.46,09:53:00,07/10/2021
549136,2021-04-06 15:23:00,,United Kingdom,-3,0.0,15:23:00,06/04/2021
C579785,2021-11-30 15:29:00,12584.0,Italy,-12,-108.25,15:29:00,30/11/2021
C567708,2021-09-22 09:53:00,15201.0,United Kingdom,-214,-257.79,09:53:00,22/09/2021
569876,2021-10-06 15:08:00,,United Kingdom,-28,0.0,15:08:00,06/10/2021
C567704,2021-09-22 09:41:00,17716.0,United Kingdom,-68,-150.2,09:41:00,22/09/2021
C572478,2021-10-24 13:39:00,13098.0,United Kingdom,-2,-5.64,13:39:00,24/10/2021
C577346,2021-11-18 15:25:00,,United Kingdom,-1,-530.25,15:25:00,18/11/2021
543310,2021-02-07 12:10:00,,United Kingdom,-234,0.0,12:10:00,07/02/2021
C567535,2021-09-21 09:50:00,15253.0,United Kingdom,-2,-2.9,09:50:00,21/09/2021
C541502,2021-01-18 15:30:00,18190.0,United Kingdom,-1,-9.95,15:30:00,18/01/2021
C558254,2021-06-27 17:05:00,16670.0,United Kingdom,-2,-15.9,17:05:00,27/06/2021
C545455,2021-03-02 17:11:00,16473.0,United Kingdom,-1,-1.25,17:11:00,02/03/2021
549950,2021-04-13 12:57:00,,United Kingdom,-6,0.0,12:57:00,13/04/2021
C570647,2021-10-11 13:09:00,15125.0,United Kingdom,-100,-179.0,13:09:00,11/10/2021
C546932,2021-03-18 11:01:00,16297.0,United Kingdom,-1,-2.95,11:01:00,18/03/2021
C548374,2021-03-30 16:36:00,13047.0,United Kingdom,-5,-15.05,16:36:00,30/03/2021
C544840,2021-02-24 11:06:00,16719.0,United Kingdom,-2,-16.5,11:06:00,24/02/2021
C549895,2021-04-12 15:40:00,16553.0,United Kingdom,-4,-51.0,15:40:00,12/04/2021
556292,2021-06-10 09:24:00,,United Kingdom,-1,0.0,09:24:00,10/06/2021
C544310,2021-02-17 14:19:00,17841.0,United Kingdom,-1,-2.1,14:19:00,17/02/2021
C580769,2021-12-06 10:55:00,14869.0,United Kingdom,-1,-3.75,10:55:00,06/12/2021
C551285,2021-04-27 14:07:00,15005.0,United Kingdom,-6,-23.28,14:07:00,27/04/2021
C559345,2021-07-07 17:16:00,13984.0,United Kingdom,-408,-432.48,17:16:00,07/07/2021
C567345,2021-09-19 15:53:00,14911.0,EIRE,-1,-4.15,15:53:00,19/09/2021
C546868,2021-03-17 15:49:00,15671.0,United Kingdom,-1,-8.5,15:49:00,17/03/2021
554852,2021-05-27 09:24:00,,United Kingdom,-212,0.0,09:24:00,27/05/2021
C551386,2021-04-28 11:38:00,16422.0,United Kingdom,-1,-1.01,11:38:00,28/04/2021
C567360,2021-09-19 16:37:00,13860.0,United Kingdom,-2,-5.9,16:37:00,19/09/2021
C572445,2021-10-24 12:20:00,,United Kingdom,-2,-217.81,12:20:00,24/10/2021
C547235,2021-03-21 16:25:00,15291.0,United Kingdom,-2,-17.9,16:25:00,21/03/2021
573503,2021-10-31 12:03:00,,United Kingdom,-80,0.0,12:03:00,31/10/2021
C542951,2021-02-02 11:16:00,16985.0,United Kingdom,-2,-2.5,11:16:00,02/02/2021
C566470,2021-09-12 18:16:00,13136.0,United Kingdom,-1,-2.08,18:16:00,12/09/2021
C556793,2021-06-14 13:54:00,12818.0,Austria,-6,-24.2,13:54:00,14/06/2021
C577073,2021-11-17 15:02:00,14359.0,United Kingdom,-3,-8.85,15:02:00,17/11/2021
C547710,2021-03-24 19:27:00,14875.0,United Kingdom,-2,-3.9,19:27:00,24/03/2021
565045,2021-08-31 17:03:00,,United Kingdom,-115,0.0,17:03:00,31/08/2021
C550306,2021-04-17 10:38:00,16905.0,United Kingdom,-1,-16.95,10:38:00,17/04/2021
C572535,2021-10-24 16:07:00,15411.0,United Kingdom,-2,-12.5,16:07:00,24/10/2021
570711,2021-10-12 10:14:00,,United Kingdom,-45,0.0,10:14:00,12/10/2021
C563570,2021-08-17 14:51:00,17949.0,United Kingdom,-23,-24.38,14:51:00,17/08/2021
C550611,2021-04-19 12:23:00,12569.0,Germany,-6,-23.7,12:23:00,19/04/2021
C567945,2021-09-23 07:57:00,17340.0,United Kingdom,-6,-42.5,07:57:00,23/09/2021
C559351,2021-07-07 17:42:00,13408.0,United Kingdom,-48,-60.0,17:42:00,07/07/2021
C567521,2021-09-20 16:33:00,12540.0,Spain,-2,-25.5,16:33:00,20/09/2021
C556877,2021-06-15 12:00:00,15498.0,United Kingdom,-1,-129.9,12:00:00,15/06/2021
C552020,2021-05-05 17:47:00,18183.0,United Kingdom,-2,-6.9,17:47:00,05/05/2021
C573180,2021-10-28 11:00:00,,United Kingdom,-1,-4.15,11:00:00,28/10/2021
C537834,2020-12-08 14:54:00,13267.0,United Kingdom,-5,-13.9,14:54:00,08/12/2020
C542376,2021-01-27 13:44:00,13777.0,United Kingdom,-3,-9.75,13:44:00,27/01/2021
C562618,2021-08-08 12:32:00,13186.0,United Kingdom,-9,-21.05,12:32:00,08/08/2021
C580168,2021-12-02 11:34:00,12465.0,Belgium,-4,-8.3,11:34:00,02/12/2021
545564,2021-03-03 16:13:00,,United Kingdom,-9,0.0,16:13:00,03/03/2021
C566457,2021-09-12 17:02:00,17696.0,United Kingdom,-1,-6.95,17:02:00,12/09/2021
C566280,2021-09-11 14:12:00,12748.0,United Kingdom,-4,-20.35,14:12:00,11/09/2021
C546987,2021-03-18 12:56:00,,United Kingdom,-1,-5693.05,12:56:00,18/03/2021
551201,2021-04-27 11:33:00,,United Kingdom,-620,0.0,11:33:00,27/04/2021
578329,2021-11-23 17:56:00,,United Kingdom,-408,0.0,17:56:00,23/11/2021
557596,2021-06-21 11:33:00,,United Kingdom,-1440,0.0,11:33:00,21/06/2021
C560869,2021-07-21 14:32:00,12830.0,United Kingdom,-1,-66.24,14:32:00,21/07/2021
C550537,2021-04-19 11:25:00,15932.0,United Kingdom,-8,-5.12,11:25:00,19/04/2021
556317,2021-06-10 10:48:00,,United Kingdom,-48,0.0,10:48:00,10/06/2021
542558,2021-01-28 14:51:00,,United Kingdom,-1,0.0,14:51:00,28/01/2021
C575746,2021-11-11 10:19:00,13588.0,United Kingdom,-13,-5.43,10:19:00,11/11/2021
C576218,2021-11-14 12:57:00,13694.0,United Kingdom,-1,-183.0,12:57:00,14/11/2021
C570996,2021-10-13 12:02:00,14849.0,United Kingdom,-36,-19.56,12:02:00,13/10/2021
C559140,2021-07-06 13:42:00,13420.0,United Kingdom,-12,-17.4,13:42:00,06/07/2021
C564435,2021-08-25 12:05:00,17676.0,United Kingdom,-1,-4.41,12:05:00,25/08/2021
C573219,2021-10-28 11:49:00,14415.0,United Kingdom,-6,-14.63,11:49:00,28/10/2021
542557,2021-01-28 14:50:00,,United Kingdom,-1,0.0,14:50:00,28/01/2021
C539270,2020-12-16 15:27:00,14777.0,United Kingdom,-8,-14.5,15:27:00,16/12/2020
C563223,2021-08-14 14:30:00,16292.0,United Kingdom,-3,-21.35,14:30:00,14/08/2021
C547808,2021-03-25 13:42:00,13014.0,United Kingdom,-5,-19.75,13:42:00,25/03/2021
C549945,2021-04-13 12:39:00,18270.0,United Kingdom,-4,-44.2,12:39:00,13/04/2021
C546557,2021-03-15 09:44:00,,Hong Kong,-1,-2583.76,09:44:00,15/03/2021
570440,2021-10-10 14:31:00,,United Kingdom,-40,0.0,14:31:00,10/10/2021
C555837,2021-06-07 12:37:00,16092.0,United Kingdom,-2,-8.5,12:37:00,07/06/2021
C539258,2020-12-16 14:30:00,16233.0,United Kingdom,-2,-21.9,14:30:00,16/12/2020
561482,2021-07-27 13:39:00,,United Kingdom,-2,0.0,13:39:00,27/07/2021
C555239,2021-06-01 13:00:00,15039.0,United Kingdom,-1,-3.95,13:00:00,01/06/2021
578837,2021-11-25 15:51:00,,United Kingdom,-24,0.0,15:51:00,25/11/2021
C556796,2021-06-14 14:40:00,16013.0,United Kingdom,-96,-67.2,14:40:00,14/06/2021
C572927,2021-10-27 09:25:00,14233.0,United Kingdom,-9,-15.21,09:25:00,27/10/2021
549349,2021-04-08 11:13:00,,United Kingdom,-38,0.0,11:13:00,08/04/2021
C539944,2020-12-23 11:38:00,14560.0,United Kingdom,-1,-9.95,11:38:00,23/12/2020
C562800,2021-08-09 14:34:00,16401.0,United Kingdom,-2,-5.1,14:34:00,09/08/2021
C555365,2021-06-02 14:24:00,15791.0,United Kingdom,-1,-8.25,14:24:00,02/06/2021
C578367,2021-11-24 11:00:00,14640.0,United Kingdom,-52,-66.28,11:00:00,24/11/2021
C574238,2021-11-03 12:39:00,13408.0,United Kingdom,-3,-63.13,12:39:00,03/11/2021
C543475,2021-02-08 15:15:00,14415.0,United Kingdom,-5,-17.15,15:15:00,08/02/2021
566067,2021-09-08 16:36:00,,United Kingdom,-95,0.0,16:36:00,08/09/2021
C566012,2021-09-08 12:15:00,17243.0,United Kingdom,-1,-6.65,12:15:00,08/09/2021
C562022,2021-08-01 15:39:00,17389.0,United Kingdom,-2,-7.5,15:39:00,01/08/2021
549165,2021-04-06 17:20:00,,United Kingdom,-63,0.0,17:20:00,06/04/2021
C555629,2021-06-06 12:04:00,14543.0,United Kingdom,-4,-15.0,12:04:00,06/06/2021
C554686,2021-05-25 16:43:00,15729.0,United Kingdom,-4,-23.0,16:43:00,25/05/2021
C542218,2021-01-26 12:36:00,14606.0,United Kingdom,-3,-4.15,12:36:00,26/01/2021
559943,2021-07-14 10:21:00,,United Kingdom,-251,0.0,10:21:00,14/07/2021
C564217,2021-08-24 09:24:00,12994.0,United Kingdom,-12,-36.0,09:24:00,24/08/2021
C543841,2021-02-14 11:20:00,17095.0,United Kingdom,-1,-208.16,11:20:00,14/02/2021
556122,2021-06-09 10:12:00,,United Kingdom,-108,0.0,10:12:00,09/06/2021
C551017,2021-04-26 11:16:00,17975.0,United Kingdom,-16,-95.2,11:16:00,26/04/2021
C548508,2021-03-31 14:51:00,14189.0,United Kingdom,-1,-2.25,14:51:00,31/03/2021
549351,2021-04-08 11:14:00,,United Kingdom,-21,0.0,11:14:00,08/04/2021
C553479,2021-05-17 11:50:00,13098.0,United Kingdom,-3,-11.25,11:50:00,17/05/2021
C564368,2021-08-25 09:29:00,16493.0,United Kingdom,-40,-17.16,09:29:00,25/08/2021
C561229,2021-07-26 10:18:00,17096.0,United Kingdom,-3,-24.85,10:18:00,26/07/2021
552216,2021-05-06 15:12:00,,United Kingdom,-19,0.0,15:12:00,06/05/2021
542556,2021-01-28 14:50:00,,United Kingdom,-1,0.0,14:50:00,28/01/2021
C556532,2021-06-13 11:53:00,13856.0,United Kingdom,-5,-6.35,11:53:00,13/06/2021
C566957,2021-09-15 16:45:00,18172.0,United Kingdom,-1,-2.08,16:45:00,15/09/2021
C539467,2020-12-19 12:46:00,15044.0,United Kingdom,-3,-12.65,12:46:00,19/12/2020
C540057,2021-01-04 14:29:00,12483.0,Sweden,-1,-40.0,14:29:00,04/01/2021
545401,2021-03-02 12:03:00,,United Kingdom,-5,0.0,12:03:00,02/03/2021
C561590,2021-07-28 11:16:00,18268.0,United Kingdom,-2,-25.5,11:16:00,28/07/2021
559379,2021-07-08 10:42:00,,United Kingdom,-8,0.0,10:42:00,08/07/2021
C539606,2020-12-20 14:09:00,16145.0,United Kingdom,-10,-11.6,14:09:00,20/12/2020
C543662,2021-02-11 10:49:00,14441.0,United Kingdom,-5,-54.75,10:49:00,11/02/2021
C541674,2021-01-20 13:19:00,16892.0,United Kingdom,-1,-15.95,13:19:00,20/01/2021
578528,2021-11-24 14:24:00,,United Kingdom,-20,0.0,14:24:00,24/11/2021
C573306,2021-10-28 16:15:00,17837.0,United Kingdom,-2,-16.9,16:15:00,28/10/2021
571254,2021-10-14 17:07:00,,United Kingdom,-2,0.0,17:07:00,14/10/2021
549846,2021-04-12 14:30:00,,United Kingdom,-6,0.0,14:30:00,12/04/2021
C544635,2021-02-22 11:04:00,18257.0,United Kingdom,-12,-15.0,11:04:00,22/02/2021
C550809,2021-04-20 15:58:00,14189.0,United Kingdom,-1,-3.75,15:58:00,20/04/2021
571037,2021-10-13 12:58:00,,United Kingdom,-25,0.0,12:58:00,13/10/2021
C567691,2021-09-21 17:04:00,17567.0,United Kingdom,-202,-309.02,17:04:00,21/09/2021
543034,2021-02-02 15:50:00,,United Kingdom,-130,0.0,15:50:00,02/02/2021
539999,2021-01-04 10:16:00,,United Kingdom,-1,0.0,10:16:00,04/01/2021
C559705,2021-07-12 09:58:00,15719.0,United Kingdom,-1,-1.65,09:58:00,12/07/2021
C571233,2021-10-14 14:22:00,15856.0,United Kingdom,-48,-122.4,14:22:00,14/10/2021
C540385,2021-01-06 17:52:00,14426.0,United Kingdom,-1,-10.95,17:52:00,06/01/2021
C541653,2021-01-20 11:50:00,,United Kingdom,-1,-1050.15,11:50:00,20/01/2021
C561623,2021-07-28 13:43:00,17677.0,United Kingdom,-10,-22.5,13:43:00,28/07/2021
C560242,2021-07-17 12:03:00,14659.0,United Kingdom,-1,-9.95,12:03:00,17/07/2021
C564948,2021-08-31 13:29:00,14895.0,United Kingdom,-3,-22.85,13:29:00,31/08/2021
C549666,2021-04-11 12:17:00,13113.0,United Kingdom,-32,-104.13,12:17:00,11/04/2021
549343,2021-04-08 11:07:00,,United Kingdom,-3,0.0,11:07:00,08/04/2021
C560100,2021-07-14 17:51:00,16422.0,United Kingdom,-1,-7.88,17:51:00,14/07/2021
C545450,2021-03-02 16:46:00,16839.0,United Kingdom,-2,-15.9,16:46:00,02/03/2021
C550935,2021-04-21 15:15:00,,United Kingdom,-1,-194.97,15:15:00,21/04/2021
C543837,2021-02-14 10:56:00,14431.0,United Kingdom,-8,-72.6,10:56:00,14/02/2021
C564911,2021-08-31 12:32:00,16133.0,United Kingdom,-1,-3.75,12:32:00,31/08/2021
C550365,2021-04-18 11:31:00,12731.0,France,-61,-86.0,11:31:00,18/04/2021
C567965,2021-09-23 09:23:00,14911.0,EIRE,-1,-4.15,09:23:00,23/09/2021
566765,2021-09-14 17:50:00,,United Kingdom,-9,0.0,17:50:00,14/09/2021
C554873,2021-05-27 11:00:00,13988.0,United Kingdom,-1,-6.65,11:00:00,27/05/2021
C564213,2021-08-24 09:15:00,15301.0,United Kingdom,-3,-7.33,09:15:00,24/08/2021
573505,2021-10-31 12:09:00,,United Kingdom,-22,0.0,12:09:00,31/10/2021
C549540,2021-04-10 10:12:00,17114.0,United Kingdom,-2,-15.9,10:12:00,10/04/2021
C538887,2020-12-14 16:19:00,13198.0,United Kingdom,-1,-10.95,16:19:00,14/12/2020
C557475,2021-06-20 13:33:00,13517.0,United Kingdom,-1,-3.75,13:33:00,20/06/2021
C541861,2021-01-23 15:48:00,13742.0,United Kingdom,-2,-19.9,15:48:00,23/01/2021
C554004,2021-05-20 12:21:00,15367.0,United Kingdom,-2,-9.9,12:21:00,20/05/2021
C539402,2020-12-17 12:19:00,17315.0,United Kingdom,-16,-49.9,12:19:00,17/12/2020
C565016,2021-08-31 16:28:00,15764.0,United Kingdom,-8,-12.05,16:28:00,31/08/2021
574171,2021-11-03 11:45:00,,United Kingdom,-130,0.0,11:45:00,03/11/2021
C538847,2020-12-14 13:27:00,17404.0,Sweden,-240,-1188.0,13:27:00,14/12/2020
C552553,2021-05-10 10:51:00,15674.0,United Kingdom,-1,-334.71,10:51:00,10/05/2021
C567355,2021-09-19 16:16:00,15764.0,United Kingdom,-1,-4.25,16:16:00,19/09/2021
556306,2021-06-10 10:38:00,,United Kingdom,-30,0.0,10:38:00,10/06/2021
C544831,2021-02-24 10:01:00,15146.0,United Kingdom,-14,-13.5,10:01:00,24/02/2021
C542643,2021-01-31 11:29:00,13615.0,United Kingdom,-6,-17.7,11:29:00,31/01/2021
C572346,2021-10-24 10:58:00,,United Kingdom,-1,-49.65,10:58:00,24/10/2021
559390,2021-07-08 10:46:00,,United Kingdom,-110,0.0,10:46:00,08/07/2021
C548460,2021-03-31 11:58:00,16801.0,United Kingdom,-186,-751.9,11:58:00,31/03/2021
C580707,2021-12-05 16:32:00,12957.0,United Kingdom,-6,-9.9,16:32:00,05/12/2021
538161,2020-12-09 17:25:00,,United Kingdom,-100,0.0,17:25:00,09/12/2020
C553568,2021-05-18 09:20:00,13650.0,United Kingdom,-4,-27.0,09:20:00,18/05/2021
C538803,2020-12-14 11:55:00,16262.0,United Kingdom,-5,-31.65,11:55:00,14/12/2020
C543375,2021-02-07 15:09:00,16321.0,Australia,-21,-67.95,15:09:00,07/02/2021
C567352,2021-09-19 16:13:00,,Hong Kong,-1,-2653.95,16:13:00,19/09/2021
C556272,2021-06-09 19:43:00,15159.0,United Kingdom,-3,-8.85,19:43:00,09/06/2021
C556787,2021-06-14 13:26:00,16745.0,United Kingdom,-8,-23.6,13:26:00,14/06/2021
C568572,2021-09-28 09:06:00,15194.0,United Kingdom,-12,-9.31,09:06:00,28/09/2021
C580708,2021-12-05 16:33:00,14546.0,United Kingdom,-12,-15.0,16:33:00,05/12/2021
C561212,2021-07-25 17:00:00,17175.0,United Kingdom,-1,-12.75,17:00:00,25/07/2021
579742,2021-11-30 14:34:00,,United Kingdom,-1131,0.0,14:34:00,30/11/2021
C543671,2021-02-11 11:24:00,18087.0,United Kingdom,-48,-40.8,11:24:00,11/02/2021
C546886,2021-03-17 18:13:00,12520.0,Germany,-9,-51.75,18:13:00,17/03/2021
C559049,2021-07-05 15:50:00,12494.0,France,-2,-17.9,15:50:00,05/07/2021
C539948,2020-12-23 11:48:00,,EIRE,-4,-15.0,11:48:00,23/12/2020
C544458,2021-02-20 13:48:00,14667.0,United Kingdom,-2,-4.05,13:48:00,20/02/2021
C554685,2021-05-25 16:30:00,16161.0,United Kingdom,-3,-25.7,16:30:00,25/05/2021
C554332,2021-05-23 17:14:00,14009.0,United Kingdom,-4,-9.68,17:14:00,23/05/2021
C581470,2021-12-08 19:28:00,17924.0,United Kingdom,-4,-8.32,19:28:00,08/12/2021
540272,2021-01-06 11:57:00,,United Kingdom,-54,0.0,11:57:00,06/01/2021
C544118,2021-02-16 11:49:00,16306.0,United Kingdom,-12,-19.8,11:49:00,16/02/2021
C547838,2021-03-27 10:47:00,12916.0,United Kingdom,-8,-23.8,10:47:00,27/03/2021
C548628,2021-04-01 12:19:00,13184.0,United Kingdom,-6,-22.5,12:19:00,01/04/2021
C544576,2021-02-21 14:01:00,,United Kingdom,-1,-149.16,14:01:00,21/02/2021
C560818,2021-07-21 10:52:00,17811.0,United Kingdom,-2,-7.47,10:52:00,21/07/2021
C560699,2021-07-20 12:32:00,13217.0,United Kingdom,-4,-3.4,12:32:00,20/07/2021
552979,2021-05-12 14:49:00,,United Kingdom,-217,0.0,14:49:00,12/05/2021
C566468,2021-09-12 18:14:00,13319.0,United Kingdom,-5,-33.0,18:14:00,12/09/2021
C540367,2021-01-06 16:17:00,12413.0,France,-3,-54.0,16:17:00,06/01/2021
546137,2021-03-09 16:33:00,,United Kingdom,-197,0.0,16:33:00,09/03/2021
C554529,2021-05-24 17:27:00,14226.0,United Kingdom,-2,-8.3,17:27:00,24/05/2021
546130,2021-03-09 15:08:00,,United Kingdom,-1277,0.0,15:08:00,09/03/2021
C572299,2021-10-23 14:35:00,13598.0,United Kingdom,-1,-12.75,14:35:00,23/10/2021
C541245,2021-01-16 12:40:00,15535.0,United Kingdom,-12,-51.0,12:40:00,16/01/2021
C544507,2021-02-21 11:46:00,17865.0,United Kingdom,-7,-76.65,11:46:00,21/02/2021
C539655,2020-12-20 17:07:00,13089.0,United Kingdom,-24,-34.8,17:07:00,20/12/2020
C540403,2021-01-07 09:32:00,17230.0,United Kingdom,-1,-2.55,09:32:00,07/01/2021
C544047,2021-02-15 12:36:00,,United Kingdom,-1,-1435.79,12:36:00,15/02/2021
C552546,2021-05-10 10:33:00,13767.0,United Kingdom,-11,-32.45,10:33:00,10/05/2021
C559031,2021-07-05 14:53:00,15985.0,United Kingdom,-250,-105.0,14:53:00,05/07/2021
561475,2021-07-27 13:29:00,,United Kingdom,-3,0.0,13:29:00,27/07/2021
C544553,2021-02-21 12:09:00,14092.0,United Kingdom,-1,-3.75,12:09:00,21/02/2021
565063,2021-08-31 17:15:00,,United Kingdom,-18,0.0,17:15:00,31/08/2021
C564763,2021-08-30 10:49:00,14096.0,United Kingdom,-1,-1.6,10:49:00,30/08/2021
C580605,2021-12-05 11:36:00,,United Kingdom,-1,-17836.46,11:36:00,05/12/2021
C569655,2021-10-05 12:58:00,14534.0,United Kingdom,-88,-139.13,12:58:00,05/10/2021
C574526,2021-11-04 13:57:00,14567.0,United Kingdom,-2,-5.9,13:57:00,04/11/2021
C567952,2021-09-23 08:26:00,18226.0,United Kingdom,-4,-19.8,08:26:00,23/09/2021
C559743,2021-07-12 11:12:00,13599.0,United Kingdom,-13,-7.63,11:12:00,12/07/2021
