N° da fatura,Data da fatura,ID Cliente,País,Quantidade,Valor,Horario,DataBR
577326,2021-11-18 14:08:00,14646.0,Netherlands,34,166.0,14:08:00,18/11/2021
572060,2021-10-20 12:52:00,12569.0,Germany,49,85.68,12:52:00,20/10/2021
549526,2021-04-08 15:49:00,13630.0,United Kingdom,311,431.78,15:49:00,08/04/2021
572087,2021-10-20 14:30:00,12683.0,France,530,1056.9,14:30:00,20/10/2021
574059,2021-11-02 14:13:00,14646.0,Netherlands,62,87.97,14:13:00,02/11/2021
556240,2021-06-09 15:55:00,18041.0,United Kingdom,140,105.0,15:55:00,09/06/2021
566976,2021-09-16 09:27:00,15382.0,United Kingdom,1677,2582.78,09:27:00,16/09/2021
557255,2021-06-19 10:11:00,17616.0,United Kingdom,64,163.2,10:11:00,19/06/2021
546990,2021-03-18 12:59:00,14315.0,United Kingdom,256,530.4,12:59:00,18/03/2021
569683,2021-10-05 14:39:00,15953.0,United Kingdom,186,251.69,14:39:00,05/10/2021
576781,2021-11-16 13:33:00,13939.0,United Kingdom,190,178.34,13:33:00,16/11/2021
542585,2021-01-28 15:29:00,17329.0,United Kingdom,67,243.36,15:29:00,28/01/2021
536591,2020-12-01 16:57:00,14606.0,United Kingdom,81,159.26,16:57:00,01/12/2020
539018,2020-12-15 14:00:00,16134.0,United Kingdom,158,283.53,14:00:00,15/12/2020
557278,2021-06-19 12:08:00,13089.0,United Kingdom,616,1152.52,12:08:00,19/06/2021
573182,2021-10-28 11:09:00,14232.0,United Kingdom,438,474.74,11:09:00,28/10/2021
562550,2021-08-05 16:16:00,13082.0,United Kingdom,24,90.0,16:16:00,05/08/2021
574734,2021-11-06 15:20:00,15025.0,United Kingdom,189,377.01,15:20:00,06/11/2021
554392,2021-05-24 12:04:00,14534.0,United Kingdom,68,211.5,12:04:00,24/05/2021
554504,2021-05-24 15:13:00,17719.0,United Kingdom,130,304.4,15:13:00,24/05/2021
539650,2020-12-20 16:11:00,,United Kingdom,82,96.44,16:11:00,20/12/2020
557621,2021-06-21 14:00:00,12444.0,Norway,582,1870.2,14:00:00,21/06/2021
547867,2021-03-27 13:56:00,13357.0,United Kingdom,322,609.95,13:56:00,27/03/2021
578827,2021-11-25 14:25:00,,United Kingdom,1256,5078.02,14:25:00,25/11/2021
567135,2021-09-16 14:23:00,,United Kingdom,12,4.68,14:23:00,16/09/2021
566967,2021-09-15 18:05:00,16746.0,United Kingdom,177,397.17,18:05:00,15/09/2021
545596,2021-03-04 10:49:00,14447.0,United Kingdom,136,265.0,10:49:00,04/03/2021
572064,2021-10-20 13:06:00,15159.0,United Kingdom,2,39.9,13:06:00,20/10/2021
570374,2021-10-10 12:34:00,14719.0,United Kingdom,168,317.22,12:34:00,10/10/2021
558554,2021-06-30 12:50:00,17949.0,United Kingdom,576,2390.4,12:50:00,30/06/2021
567043,2021-09-16 11:27:00,13268.0,United Kingdom,283,318.57,11:27:00,16/09/2021
563617,2021-08-18 09:45:00,15301.0,United Kingdom,346,523.84,09:45:00,18/08/2021
566264,2021-09-11 13:07:00,14606.0,United Kingdom,55,97.73,13:07:00,11/09/2021
571217,2021-10-14 13:24:00,17451.0,United Kingdom,333,470.55,13:24:00,14/10/2021
575848,2021-11-11 12:10:00,14178.0,United Kingdom,232,246.86,12:10:00,11/11/2021
554965,2021-05-27 16:00:00,14560.0,United Kingdom,17,67.15,16:00:00,27/05/2021
548610,2021-04-01 11:28:00,15860.0,United Kingdom,101,292.85,11:28:00,01/04/2021
539319,2020-12-16 19:10:00,12967.0,United Kingdom,78,292.5,19:10:00,16/12/2020
539493,2020-12-20 10:15:00,,United Kingdom,13,41.81,10:15:00,20/12/2020
545595,2021-03-04 10:39:00,14570.0,United Kingdom,85,167.91,10:39:00,04/03/2021
580058,2021-12-01 13:19:00,14367.0,United Kingdom,333,633.53,13:19:00,01/12/2021
540999,2021-01-13 10:08:00,13694.0,United Kingdom,1128,1431.28,10:08:00,13/01/2021
563027,2021-08-11 14:10:00,,United Kingdom,2,5.4,14:10:00,11/08/2021
571653,2021-10-18 12:17:00,14298.0,United Kingdom,5918,5355.68,12:17:00,18/10/2021
545322,2021-03-01 14:56:00,13599.0,United Kingdom,349,580.57,14:56:00,01/03/2021
579287,2021-11-29 10:58:00,13496.0,United Kingdom,112,152.32,10:58:00,29/11/2021
553522,2021-05-17 14:43:00,15005.0,United Kingdom,188,274.29,14:43:00,17/05/2021
555701,2021-06-06 14:34:00,14498.0,United Kingdom,96,147.02,14:34:00,06/06/2021
537773,2020-12-08 12:36:00,16016.0,United Kingdom,146,382.27,12:36:00,08/12/2020
561196,2021-07-25 14:35:00,14342.0,United Kingdom,74,110.14,14:35:00,25/07/2021
553173,2021-05-13 17:34:00,17400.0,United Kingdom,64,243.75,17:34:00,13/05/2021
549242,2021-04-07 11:41:00,14911.0,EIRE,119,227.18,11:41:00,07/04/2021
573022,2021-10-27 12:42:00,16011.0,United Kingdom,102,245.3,12:42:00,27/10/2021
560644,2021-07-20 11:22:00,16271.0,United Kingdom,357,460.39,11:22:00,20/07/2021
566162,2021-09-09 11:46:00,15249.0,United Kingdom,149,282.31,11:46:00,09/09/2021
553340,2021-05-16 12:20:00,15125.0,United Kingdom,572,1122.2,12:20:00,16/05/2021
560096,2021-07-14 17:20:00,13538.0,United Kingdom,12,95.4,17:20:00,14/07/2021
563253,2021-08-15 12:04:00,15218.0,United Kingdom,391,623.7,12:04:00,15/08/2021
572475,2021-10-24 13:37:00,15271.0,United Kingdom,179,364.14,13:37:00,24/10/2021
573632,2021-10-31 15:36:00,15329.0,United Kingdom,100,295.7,15:36:00,31/10/2021
555471,2021-06-03 11:42:00,16117.0,United Kingdom,130,232.21,11:42:00,03/06/2021
567546,2021-09-21 10:39:00,16525.0,United Kingdom,240,300.12,10:39:00,21/09/2021
581472,2021-12-08 19:55:00,15796.0,United Kingdom,139,447.65,19:55:00,08/12/2021
578261,2021-11-23 13:24:00,14216.0,United Kingdom,210,792.94,13:24:00,23/11/2021
541014,2021-01-13 11:54:00,14085.0,United Kingdom,104,222.97,11:54:00,13/01/2021
554932,2021-05-27 13:24:00,12999.0,United Kingdom,6,76.5,13:24:00,27/05/2021
558478,2021-06-29 16:07:00,16775.0,United Kingdom,41,114.35,16:07:00,29/06/2021
562963,2021-08-11 10:29:00,13203.0,United Kingdom,129,144.15,10:29:00,11/08/2021
575975,2021-11-13 13:18:00,13536.0,United Kingdom,473,672.99,13:18:00,13/11/2021
564844,2021-08-30 14:11:00,,United Kingdom,1,3.82,14:11:00,30/08/2021
537851,2020-12-08 15:39:00,13758.0,United Kingdom,264,356.4,15:39:00,08/12/2020
564637,2021-08-26 12:49:00,16641.0,United Kingdom,256,231.1,12:49:00,26/08/2021
553200,2021-05-15 15:14:00,16034.0,United Kingdom,66,137.7,15:14:00,15/05/2021
578260,2021-11-23 13:15:00,17469.0,United Kingdom,172,378.9,13:15:00,23/11/2021
550942,2021-04-21 15:51:00,16587.0,United Kingdom,71,225.15,15:51:00,21/04/2021
557002,2021-06-16 10:49:00,16672.0,United Kingdom,48,180.0,10:49:00,16/06/2021
566195,2021-09-09 13:44:00,12433.0,Norway,1849,2608.11,13:44:00,09/09/2021
538809,2020-12-14 12:17:00,15514.0,United Kingdom,208,306.52,12:17:00,14/12/2020
563499,2021-08-16 17:06:00,13470.0,United Kingdom,70,115.5,17:06:00,16/08/2021
565975,2021-09-08 11:28:00,14646.0,Netherlands,1,2.08,11:28:00,08/09/2021
554840,2021-05-26 17:16:00,12684.0,France,426,398.0,17:16:00,26/05/2021
580264,2021-12-02 12:46:00,18144.0,United Kingdom,160,232.0,12:46:00,02/12/2021
570827,2021-10-12 13:14:00,15831.0,United Kingdom,418,350.65,13:14:00,12/10/2021
554018,2021-05-20 13:15:00,17644.0,United Kingdom,34,79.3,13:15:00,20/05/2021
548697,2021-04-03 10:49:00,15482.0,United Kingdom,184,713.8,10:49:00,03/04/2021
559508,2021-07-08 15:23:00,12748.0,United Kingdom,30,103.97,15:23:00,08/07/2021
549992,2021-04-14 08:14:00,17669.0,United Kingdom,320,516.0,08:14:00,14/04/2021
559354,2021-07-07 18:02:00,16012.0,United Kingdom,219,365.05,18:02:00,07/07/2021
545636,2021-03-04 12:15:00,16449.0,United Kingdom,237,416.69,12:15:00,04/03/2021
560286,2021-07-18 09:38:00,14062.0,United Kingdom,236,898.44,09:38:00,18/07/2021
566191,2021-09-09 13:26:00,14388.0,United Kingdom,210,442.66,13:26:00,09/09/2021
561088,2021-07-25 09:50:00,15144.0,United Kingdom,30,62.4,09:50:00,25/07/2021
541123,2021-01-14 09:52:00,13385.0,United Kingdom,281,534.57,09:52:00,14/01/2021
570840,2021-10-12 14:10:00,13468.0,United Kingdom,22,100.58,14:10:00,12/10/2021
560445,2021-07-19 09:08:00,14156.0,EIRE,5726,11134.34,09:08:00,19/07/2021
563919,2021-08-21 13:48:00,14735.0,United Kingdom,84,122.28,13:48:00,21/08/2021
561804,2021-07-29 14:40:00,14191.0,United Kingdom,308,417.94,14:40:00,29/07/2021
549586,2021-04-11 10:00:00,,United Kingdom,462,2040.58,10:00:00,11/04/2021
572089,2021-10-20 14:33:00,15565.0,United Kingdom,32,84.36,14:33:00,20/10/2021
547074,2021-03-20 14:35:00,13102.0,United Kingdom,118,176.34,14:35:00,20/03/2021
556426,2021-06-10 13:18:00,16729.0,United Kingdom,145,249.49,13:18:00,10/06/2021
581414,2021-12-08 14:39:00,14730.0,United Kingdom,184,244.93,14:39:00,08/12/2021
565674,2021-09-06 09:49:00,15271.0,United Kingdom,74,224.28,09:49:00,06/09/2021
580261,2021-12-02 12:40:00,16038.0,United Kingdom,15,78.45,12:40:00,02/12/2021
580615,2021-12-05 12:05:00,16873.0,United Kingdom,1005,1854.83,12:05:00,05/12/2021
548166,2021-03-29 13:45:00,,United Kingdom,91,668.51,13:45:00,29/03/2021
574725,2021-11-06 14:50:00,15883.0,United Kingdom,72,143.76,14:50:00,06/11/2021
574677,2021-11-06 12:32:00,16445.0,United Kingdom,111,230.51,12:32:00,06/11/2021
576829,2021-11-16 14:40:00,,EIRE,34,164.51,14:40:00,16/11/2021
567979,2021-09-23 10:44:00,14215.0,United Kingdom,258,245.64,10:44:00,23/09/2021
566781,2021-09-15 10:11:00,17333.0,United Kingdom,375,494.25,10:11:00,15/09/2021
543492,2021-02-09 10:41:00,12720.0,Germany,160,168.9,10:41:00,09/02/2021
573070,2021-10-27 13:59:00,13263.0,United Kingdom,90,135.3,13:59:00,27/10/2021
564565,2021-08-26 10:50:00,14911.0,EIRE,572,812.02,10:50:00,26/08/2021
565916,2021-09-07 16:00:00,14156.0,EIRE,186,504.35,16:00:00,07/09/2021
569697,2021-10-05 15:38:00,17647.0,United Kingdom,30,133.06,15:38:00,05/10/2021
564248,2021-08-24 10:37:00,13798.0,United Kingdom,414,457.92,10:37:00,24/08/2021
563351,2021-08-15 14:17:00,16902.0,United Kingdom,629,1706.88,14:17:00,15/08/2021
566398,2021-09-12 13:10:00,12884.0,United Kingdom,43,309.05,13:10:00,12/09/2021
555473,2021-06-03 11:59:00,14700.0,United Kingdom,537,836.05,11:59:00,03/06/2021
562587,2021-08-07 14:34:00,15640.0,United Kingdom,844,1444.66,14:34:00,07/08/2021
557769,2021-06-22 14:38:00,16626.0,United Kingdom,70,195.16,14:38:00,22/06/2021
551202,2021-04-27 11:33:00,17436.0,United Kingdom,48,122.4,11:33:00,27/04/2021
559884,2021-07-13 11:34:00,16843.0,United Kingdom,800,535.52,11:34:00,13/07/2021
556538,2021-06-13 12:42:00,15845.0,United Kingdom,330,426.18,12:42:00,13/06/2021
579145,2021-11-28 13:13:00,14597.0,United Kingdom,459,718.05,13:13:00,28/11/2021
562839,2021-08-09 16:17:00,14056.0,United Kingdom,69,123.21,16:17:00,09/08/2021
537198,2020-12-05 14:03:00,12647.0,Germany,11,85.5,14:03:00,05/12/2020
569489,2021-10-04 13:13:00,12457.0,Cyprus,33,196.35,13:13:00,04/10/2021
545063,2021-02-27 14:26:00,14606.0,United Kingdom,47,134.72,14:26:00,27/02/2021
559796,2021-07-12 13:30:00,,United Kingdom,400,1722.05,13:30:00,12/07/2021
565731,2021-09-06 12:02:00,17716.0,United Kingdom,68,125.0,12:02:00,06/09/2021
569661,2021-10-05 13:10:00,17483.0,United Kingdom,93,139.3,13:10:00,05/10/2021
568691,2021-09-28 14:47:00,,United Kingdom,10,16.5,14:47:00,28/09/2021
573887,2021-11-01 13:39:00,16173.0,United Kingdom,27,112.65,13:39:00,01/11/2021
544483,2021-02-21 10:53:00,12524.0,Germany,271,525.34,10:53:00,21/02/2021
579189,2021-11-28 15:34:00,16684.0,United Kingdom,528,976.8,15:34:00,28/11/2021
580371,2021-12-02 16:56:00,18174.0,United Kingdom,50,104.0,16:56:00,02/12/2021
572331,2021-10-24 10:18:00,16491.0,United Kingdom,478,731.5,10:18:00,24/10/2021
564530,2021-08-25 14:57:00,,United Kingdom,48,312.5,14:57:00,25/08/2021
572303,2021-10-23 14:56:00,18109.0,United Kingdom,62,314.6,14:56:00,23/10/2021
577076,2021-11-17 15:08:00,14362.0,United Kingdom,100,161.2,15:08:00,17/11/2021
573002,2021-10-27 12:09:00,14646.0,Netherlands,3069,4534.22,12:09:00,27/10/2021
575846,2021-11-11 12:07:00,17364.0,United Kingdom,622,904.6,12:07:00,11/11/2021
577773,2021-11-21 15:57:00,16712.0,United Kingdom,354,510.4,15:57:00,21/11/2021
553344,2021-05-16 12:45:00,14952.0,United Kingdom,72,298.8,12:45:00,16/05/2021
555584,2021-06-06 09:04:00,16906.0,United Kingdom,118,181.3,09:04:00,06/06/2021
560448,2021-07-19 09:29:00,12840.0,United Kingdom,352,576.0,09:29:00,19/07/2021
562127,2021-08-03 08:21:00,13717.0,United Kingdom,339,201.77,08:21:00,03/08/2021
541963,2021-01-24 13:06:00,17799.0,United Kingdom,33,172.85,13:06:00,24/01/2021
579437,2021-11-29 13:22:00,16852.0,United Kingdom,5,31.85,13:22:00,29/11/2021
539313,2020-12-16 18:18:00,14220.0,United Kingdom,134,312.98,18:18:00,16/12/2020
538663,2020-12-13 15:45:00,15159.0,United Kingdom,8,38.1,15:45:00,13/12/2020
567852,2021-09-22 13:21:00,18102.0,United Kingdom,784,4117.4,13:21:00,22/09/2021
576323,2021-11-14 15:10:00,16161.0,United Kingdom,141,271.95,15:10:00,14/11/2021
568204,2021-09-25 15:25:00,13670.0,United Kingdom,282,349.7,15:25:00,25/09/2021
580524,2021-12-04 15:13:00,13704.0,United Kingdom,90,164.68,15:13:00,04/12/2021
571237,2021-10-14 14:38:00,15078.0,United Kingdom,12,25.2,14:38:00,14/10/2021
536631,2020-12-02 10:58:00,17850.0,United Kingdom,12,22.2,10:58:00,02/12/2020
558835,2021-07-04 11:58:00,,United Kingdom,35,206.07,11:58:00,04/07/2021
543921,2021-02-14 14:13:00,13911.0,United Kingdom,122,223.74,14:13:00,14/02/2021
555560,2021-06-05 14:20:00,17346.0,United Kingdom,193,165.63,14:20:00,05/06/2021
580611,2021-12-05 11:49:00,12748.0,United Kingdom,284,363.79,11:49:00,05/12/2021
557277,2021-06-19 12:06:00,16484.0,United Kingdom,48,118.6,12:06:00,19/06/2021
580289,2021-12-02 13:32:00,15856.0,United Kingdom,457,844.78,13:32:00,02/12/2021
539006,2020-12-15 12:54:00,15101.0,United Kingdom,34,102.28,12:54:00,15/12/2020
561695,2021-07-29 10:00:00,14005.0,United Kingdom,354,365.1,10:00:00,29/07/2021
559637,2021-07-11 12:15:00,17381.0,United Kingdom,1712,1236.48,12:15:00,11/07/2021
557604,2021-06-21 12:03:00,15039.0,United Kingdom,271,653.3,12:03:00,21/06/2021
562567,2021-08-07 11:40:00,12877.0,United Kingdom,140,100.4,11:40:00,07/08/2021
540420,2021-01-07 11:13:00,12829.0,United Kingdom,251,207.25,11:13:00,07/01/2021
577209,2021-11-18 11:49:00,15621.0,United Kingdom,200,563.28,11:49:00,18/11/2021
570721,2021-10-12 10:51:00,13842.0,United Kingdom,471,581.69,10:51:00,12/10/2021
560236,2021-07-17 11:26:00,15206.0,United Kingdom,12,35.4,11:26:00,17/07/2021
568883,2021-09-29 12:43:00,18198.0,United Kingdom,176,376.64,12:43:00,29/09/2021
573171,2021-10-28 10:00:00,14218.0,United Kingdom,160,169.48,10:00:00,28/10/2021
561170,2021-07-25 13:16:00,16027.0,United Kingdom,195,150.85,13:16:00,25/07/2021
575305,2021-11-09 12:45:00,14188.0,United Kingdom,178,336.4,12:45:00,09/11/2021
539488,2020-12-20 09:37:00,12377.0,Switzerland,604,1001.52,09:37:00,20/12/2020
557253,2021-06-17 16:30:00,,United Kingdom,3,11.63,16:30:00,17/06/2021
548192,2021-03-29 15:22:00,17364.0,United Kingdom,137,247.45,15:22:00,29/03/2021
573158,2021-10-28 08:56:00,14738.0,United Kingdom,63,229.99,08:56:00,28/10/2021
572905,2021-10-26 15:39:00,14690.0,United Kingdom,85,154.99,15:39:00,26/10/2021
552064,2021-05-06 11:05:00,15874.0,United Kingdom,36,118.3,11:05:00,06/05/2021
542222,2021-01-26 12:42:00,14616.0,United Kingdom,48,237.6,12:42:00,26/01/2021
576666,2021-11-16 11:47:00,17841.0,United Kingdom,2,4.2,11:47:00,16/11/2021
540531,2021-01-09 14:03:00,16549.0,United Kingdom,56,119.49,14:03:00,09/01/2021
571685,2021-10-18 14:15:00,12863.0,United Kingdom,188,521.2,14:15:00,18/10/2021
579462,2021-11-29 14:43:00,13211.0,United Kingdom,255,310.78,14:43:00,29/11/2021
574901,2021-11-07 15:15:00,17158.0,United Kingdom,317,568.42,15:15:00,07/11/2021
555558,2021-06-05 14:06:00,14159.0,United Kingdom,429,462.53,14:06:00,05/06/2021
556642,2021-06-13 15:47:00,17236.0,United Kingdom,83,133.91,15:47:00,13/06/2021
558999,2021-07-05 12:15:00,15806.0,United Kingdom,139,221.52,12:15:00,05/07/2021
550316,2021-04-17 11:45:00,16193.0,United Kingdom,219,314.45,11:45:00,17/04/2021
552302,2021-05-08 14:59:00,14606.0,United Kingdom,59,97.09,14:59:00,08/05/2021
545648,2021-03-04 13:09:00,17325.0,United Kingdom,60,96.8,13:09:00,04/03/2021
541699,2021-01-21 09:03:00,17744.0,United Kingdom,484,301.96,09:03:00,21/01/2021
580530,2021-12-04 15:38:00,14102.0,United Kingdom,90,118.5,15:38:00,04/12/2021
548658,2021-04-01 14:19:00,15179.0,United Kingdom,40,102.0,14:19:00,01/04/2021
561096,2021-07-25 10:28:00,16099.0,United Kingdom,156,273.8,10:28:00,25/07/2021
558750,2021-07-03 10:47:00,18226.0,United Kingdom,257,450.81,10:47:00,03/07/2021
539275,2020-12-16 15:34:00,13408.0,United Kingdom,156,403.8,15:34:00,16/12/2020
549994,2021-04-14 08:27:00,14057.0,United Kingdom,20,41.6,08:27:00,14/04/2021
540416,2021-01-07 10:55:00,16473.0,United Kingdom,79,149.41,10:55:00,07/01/2021
552261,2021-05-08 11:34:00,16807.0,United Kingdom,168,280.6,11:34:00,08/05/2021
558908,2021-07-05 09:06:00,13338.0,United Kingdom,256,487.02,09:06:00,05/07/2021
541673,2021-01-20 13:02:00,14735.0,United Kingdom,60,120.6,13:02:00,20/01/2021
566708,2021-09-14 11:55:00,13078.0,United Kingdom,400,737.8,11:55:00,14/09/2021
553923,2021-05-20 09:30:00,13266.0,United Kingdom,454,279.02,09:30:00,20/05/2021
569385,2021-10-03 16:48:00,14031.0,United Kingdom,200,1416.0,16:48:00,03/10/2021
556527,2021-06-13 11:33:00,16205.0,United Kingdom,64,112.35,11:33:00,13/06/2021
560598,2021-07-19 17:02:00,17096.0,United Kingdom,63,310.45,17:02:00,19/07/2021
561875,2021-07-31 12:05:00,14885.0,United Kingdom,724,765.32,12:05:00,31/07/2021
536973,2020-12-03 13:43:00,17787.0,United Kingdom,356,736.28,13:43:00,03/12/2020
556906,2021-06-15 13:07:00,12843.0,United Kingdom,166,306.1,13:07:00,15/06/2021
572305,2021-10-23 15:09:00,17131.0,United Kingdom,11,46.75,15:09:00,23/10/2021
557509,2021-06-20 16:18:00,15389.0,United Kingdom,400,500.0,16:18:00,20/06/2021
571671,2021-10-18 13:15:00,16940.0,United Kingdom,933,1181.52,13:15:00,18/10/2021
547866,2021-03-27 13:21:00,14878.0,United Kingdom,181,197.89,13:21:00,27/03/2021
565585,2021-09-05 13:22:00,16172.0,United Kingdom,232,306.82,13:22:00,05/09/2021
546765,2021-03-16 14:37:00,12437.0,France,98,147.71,14:37:00,16/03/2021
571738,2021-10-19 10:32:00,13089.0,United Kingdom,360,311.76,10:32:00,19/10/2021
544104,2021-02-16 10:34:00,14665.0,United Kingdom,32,81.6,10:34:00,16/02/2021
544798,2021-02-23 13:44:00,17063.0,United Kingdom,73,187.65,13:44:00,23/02/2021
547030,2021-03-20 10:17:00,12948.0,United Kingdom,168,371.8,10:17:00,20/03/2021
565756,2021-09-06 13:20:00,18230.0,United Kingdom,224,503.08,13:20:00,06/09/2021
564742,2021-08-28 15:01:00,17346.0,United Kingdom,92,154.02,15:01:00,28/08/2021
549980,2021-04-13 15:36:00,14062.0,United Kingdom,156,317.26,15:36:00,13/04/2021
579005,2021-11-28 09:08:00,16191.0,United Kingdom,204,391.32,09:08:00,28/11/2021
558996,2021-07-05 12:11:00,13085.0,United Kingdom,44,137.98,12:11:00,05/07/2021
580689,2021-12-05 15:43:00,12994.0,United Kingdom,156,328.95,15:43:00,05/12/2021
537249,2020-12-06 10:38:00,16955.0,United Kingdom,20,33.0,10:38:00,06/12/2020
567922,2021-09-22 17:24:00,13279.0,United Kingdom,73,137.75,17:24:00,22/09/2021
573577,2021-10-31 14:12:00,17396.0,United Kingdom,300,495.0,14:12:00,31/10/2021
575676,2021-11-10 15:09:00,13499.0,United Kingdom,578,323.62,15:09:00,10/11/2021
540951,2021-01-12 13:10:00,13113.0,United Kingdom,132,676.6,13:10:00,12/01/2021
579107,2021-11-28 11:43:00,16705.0,United Kingdom,10,16.5,11:43:00,28/11/2021
569849,2021-10-06 13:49:00,15264.0,United Kingdom,265,393.74,13:49:00,06/10/2021
556751,2021-06-14 12:09:00,15251.0,United Kingdom,748,1393.48,12:09:00,14/06/2021
541692,2021-01-20 16:59:00,,United Kingdom,10,25.0,16:59:00,20/01/2021
550159,2021-04-14 15:46:00,14062.0,United Kingdom,662,1420.98,15:46:00,14/04/2021
541879,2021-01-24 10:31:00,,United Kingdom,43,301.3,10:31:00,24/01/2021
553216,2021-05-16 09:52:00,13408.0,United Kingdom,32,132.8,09:52:00,16/05/2021
543737,2021-02-11 12:45:00,12477.0,Germany,639,2355.95,12:45:00,11/02/2021
549121,2021-04-06 13:33:00,17140.0,United Kingdom,302,465.32,13:33:00,06/04/2021
553176,2021-05-15 11:22:00,14689.0,United Kingdom,76,112.8,11:22:00,15/05/2021
578534,2021-11-24 14:51:00,15725.0,United Kingdom,221,415.25,14:51:00,24/11/2021
548458,2021-03-31 11:53:00,15632.0,United Kingdom,48,300.6,11:53:00,31/03/2021
541706,2021-01-21 10:35:00,18061.0,United Kingdom,334,304.02,10:35:00,21/01/2021
553212,2021-05-16 09:42:00,15358.0,United Kingdom,72,104.16,09:42:00,16/05/2021
551549,2021-05-03 09:46:00,17501.0,United Kingdom,151,248.25,09:46:00,03/05/2021
563254,2021-08-15 12:06:00,15218.0,United Kingdom,96,81.6,12:06:00,15/08/2021
540357,2021-01-06 15:14:00,13093.0,United Kingdom,1171,1374.46,15:14:00,06/01/2021
539008,2020-12-15 13:21:00,17033.0,United Kingdom,124,307.8,13:21:00,15/12/2020
558704,2021-07-01 12:50:00,17505.0,United Kingdom,287,658.85,12:50:00,01/07/2021
574701,2021-11-06 13:54:00,15426.0,United Kingdom,163,293.86,13:54:00,06/11/2021
569576,2021-10-05 10:38:00,17739.0,United Kingdom,87,434.65,10:38:00,05/10/2021
566761,2021-09-14 16:51:00,,United Kingdom,8,6.8,16:51:00,14/09/2021
537816,2020-12-08 13:51:00,16679.0,United Kingdom,29,129.75,13:51:00,08/12/2020
554160,2021-05-23 11:49:00,17841.0,United Kingdom,179,320.48,11:49:00,23/05/2021
575640,2021-11-10 14:01:00,13148.0,United Kingdom,110,240.16,14:01:00,10/11/2021
579922,2021-12-01 09:06:00,13854.0,United Kingdom,204,302.28,09:06:00,01/12/2021
558435,2021-06-29 12:37:00,13078.0,United Kingdom,226,474.18,12:37:00,29/06/2021
574561,2021-11-04 15:52:00,,United Kingdom,942,3016.47,15:52:00,04/11/2021
571259,2021-10-16 10:19:00,12901.0,United Kingdom,360,306.0,10:19:00,16/10/2021
560101,2021-07-14 18:08:00,14891.0,United Kingdom,71,105.0,18:08:00,14/07/2021
555745,2021-06-07 10:46:00,14462.0,United Kingdom,71,184.52,10:46:00,07/06/2021
560712,2021-07-20 13:06:00,14456.0,United Kingdom,76,116.13,13:06:00,20/07/2021
549993,2021-04-14 08:26:00,14057.0,United Kingdom,336,349.44,08:26:00,14/04/2021
555581,2021-06-06 08:04:00,13865.0,United Kingdom,58,159.22,08:04:00,06/06/2021
536581,2020-12-01 16:19:00,13777.0,United Kingdom,200,330.0,16:19:00,01/12/2020
580023,2021-12-01 11:45:00,17937.0,United Kingdom,254,360.3,11:45:00,01/12/2021
549920,2021-04-13 09:52:00,18236.0,United Kingdom,52,123.2,09:52:00,13/04/2021
575117,2021-11-08 14:22:00,12748.0,United Kingdom,187,242.6,14:22:00,08/11/2021
551853,2021-05-04 14:54:00,,United Kingdom,1,2.1,14:54:00,04/05/2021
542933,2021-02-02 10:56:00,14411.0,United Kingdom,196,1063.0,10:56:00,02/02/2021
568696,2021-09-28 14:56:00,13842.0,United Kingdom,404,638.66,14:56:00,28/09/2021
580077,2021-12-01 14:17:00,14262.0,United Kingdom,248,304.7,14:17:00,01/12/2021
558570,2021-06-30 14:38:00,17673.0,United Kingdom,130,142.52,14:38:00,30/06/2021
552891,2021-05-12 10:45:00,14681.0,United Kingdom,48,393.95,10:45:00,12/05/2021
544105,2021-02-16 10:38:00,17567.0,United Kingdom,210,424.85,10:38:00,16/02/2021
543184,2021-02-04 11:14:00,16525.0,United Kingdom,134,303.58,11:14:00,04/02/2021
557937,2021-06-23 15:30:00,,United Kingdom,321,1238.33,15:30:00,23/06/2021
536733,2020-12-02 12:50:00,15738.0,United Kingdom,255,329.65,12:50:00,02/12/2020
575051,2021-11-08 12:14:00,15957.0,United Kingdom,211,428.89,12:14:00,08/11/2021
564256,2021-08-24 10:45:00,14796.0,United Kingdom,589,624.43,10:45:00,24/08/2021
571224,2021-10-14 13:41:00,13136.0,United Kingdom,291,459.53,13:41:00,14/10/2021
538668,2020-12-13 16:17:00,13211.0,United Kingdom,46,110.7,16:17:00,13/12/2020
555359,2021-06-02 14:04:00,18135.0,United Kingdom,88,109.82,14:04:00,02/06/2021
556625,2021-06-13 14:49:00,,United Kingdom,3,8.39,14:49:00,13/06/2021
563756,2021-08-19 11:08:00,12418.0,Switzerland,407,668.58,11:08:00,19/08/2021
551332,2021-04-27 16:23:00,13078.0,United Kingdom,165,450.45,16:23:00,27/04/2021
541500,2021-01-18 15:25:00,18041.0,United Kingdom,191,145.23,15:25:00,18/01/2021
562980,2021-08-11 11:44:00,17686.0,United Kingdom,737,1552.6,11:44:00,11/08/2021
544443,2021-02-20 10:43:00,13725.0,United Kingdom,16,136.0,10:43:00,20/02/2021
552282,2021-05-08 12:44:00,14040.0,United Kingdom,151,364.23,12:44:00,08/05/2021
580355,2021-12-02 16:04:00,13953.0,United Kingdom,276,411.32,16:04:00,02/12/2021
564192,2021-08-23 16:36:00,17719.0,United Kingdom,104,306.72,16:36:00,23/08/2021
579288,2021-11-29 11:05:00,17772.0,United Kingdom,5,26.3,11:05:00,29/11/2021
